id,carat,cut,color,clarity,depth,table,x,y,z,price
10277,1.0,Good,D,VS1,64.0,58.0,6.27,6.21,3.99,8.74
10278,1.16,Very Good,H,SI2,61.8,58.0,6.75,6.81,4.19,8.473
10279,1.06,Ideal,G,VS2,61.1,57.0,6.59,6.56,4.02,8.805
10280,0.8,Very Good,F,VS1,63.7,56.0,5.87,5.9,3.75,8.149
10281,0.32,Premium,E,VVS2,59.9,58.0,4.45,4.5,2.68,6.736
10282,0.5,Very Good,F,SI1,62.8,56.0,5.03,5.06,3.17,7.131
10283,2.01,Good,H,SI1,56.7,58.0,8.31,8.36,4.73,9.542
10284,1.5,Good,D,SI1,61.3,61.0,7.32,7.39,4.51,9.518
10285,0.31,Ideal,G,VVS1,60.7,57.0,4.4,4.37,2.66,6.953
10286,2.01,Premium,H,SI1,59.6,59.0,8.27,8.19,4.9,9.768
10287,0.82,Ideal,D,SI1,62.2,55.0,5.97,5.99,3.72,8.327
10288,0.52,Ideal,F,VS2,60.0,62.0,5.23,5.19,3.13,7.499
10289,1.37,Very Good,G,SI2,62.8,57.0,7.06,7.12,4.45,8.796
10290,0.41,Good,H,SI1,63.8,56.0,4.69,4.74,3.01,6.526
10291,0.33,Ideal,H,IF,61.8,54.0,4.47,4.49,2.77,6.731
10292,0.3,Premium,H,VS2,62.3,58.0,4.33,4.31,2.69,6.41
10293,0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,6.623
10294,0.56,Ideal,F,VS1,61.7,56.0,5.33,5.3,3.28,7.609
10295,0.3,Ideal,F,VS1,61.8,55.0,4.31,4.33,2.67,6.417
10296,0.76,Ideal,H,VVS2,61.8,57.0,5.84,5.91,3.63,7.897
10297,0.31,Ideal,G,VS2,61.5,56.0,4.34,4.36,2.68,6.48
10298,0.78,Good,F,VS1,64.0,54.0,5.86,5.82,3.74,8.059
10299,1.01,Good,E,SI2,63.2,59.0,6.34,6.38,4.02,8.407
10300,1.11,Very Good,I,SI2,63.1,57.0,6.59,6.54,4.14,8.313
10301,0.53,Ideal,H,VVS1,61.6,54.0,5.2,5.25,3.22,7.463
10302,0.43,Ideal,D,VVS1,61.9,54.0,4.83,4.87,3.0,7.47
10303,0.38,Ideal,I,VS1,61.6,55.0,4.68,4.73,2.9,6.551
10304,0.7,Ideal,D,VS1,61.1,57.0,5.73,5.75,3.51,8.095
10305,0.7,Very Good,G,SI1,61.8,56.0,5.7,5.76,3.54,7.653
10306,0.3,Ideal,G,IF,60.9,56.0,4.34,4.36,2.65,6.76
10307,1.23,Ideal,H,VVS2,61.3,55.0,6.9,6.94,4.24,8.907
10308,1.06,Ideal,J,SI2,61.3,57.0,6.55,6.6,4.03,8.277
10309,2.02,Very Good,D,SI2,60.6,57.0,8.19,8.25,4.98,9.638
10310,0.32,Ideal,D,VVS1,62.1,54.0,4.4,4.43,2.74,6.829
10311,0.92,Premium,F,SI1,62.2,59.0,6.21,6.14,3.84,8.341
10312,1.24,Premium,G,VVS2,59.9,60.0,6.98,7.0,4.19,9.23
10313,1.14,Premium,D,I1,61.8,59.0,6.74,6.62,4.13,8.3
10314,0.57,Ideal,F,VS2,60.8,57.0,5.34,5.37,3.25,7.533
10315,0.34,Ideal,G,VS2,61.0,57.0,4.5,4.48,2.74,6.64
10316,1.01,Premium,G,VS2,60.9,55.0,6.5,6.48,3.95,8.573
10317,0.51,Good,E,SI1,57.4,62.0,5.24,5.29,3.02,7.144
10318,0.41,Very Good,F,VVS1,62.1,56.0,4.78,4.79,2.97,7.166
10319,0.32,Ideal,D,VS2,62.2,56.0,4.36,4.39,2.72,6.631
10320,1.16,Premium,I,VS2,62.4,58.0,6.69,6.65,4.16,8.52
10321,0.47,Ideal,H,VS2,62.7,55.0,4.95,5.08,3.15,6.897
10322,0.32,Ideal,F,VS2,60.9,56.0,4.41,4.45,2.7,6.413
10323,0.42,Ideal,H,SI1,61.7,55.0,4.84,4.85,2.99,6.786
10324,0.71,Very Good,G,SI1,58.2,57.0,5.89,5.93,3.44,7.62
10325,1.02,Ideal,I,SI2,62.7,57.0,6.43,6.4,4.02,8.272
10326,1.0,Ideal,E,SI2,61.9,56.0,6.39,6.43,3.97,8.469
10327,2.01,Very Good,I,VS1,62.9,62.0,7.98,8.02,5.03,9.736
10328,0.73,Good,F,SI2,58.1,62.0,5.92,5.93,3.44,7.692
10329,0.42,Ideal,F,VS1,60.6,56.0,4.87,4.83,2.94,6.893
10330,0.76,Very Good,F,VS2,62.0,58.0,5.8,5.86,3.62,7.963
10331,0.72,Ideal,I,VS1,62.5,55.0,5.74,5.78,3.6,7.858
10332,0.42,Ideal,D,VS2,61.2,56.0,4.84,4.8,2.95,7.006
10333,0.3,Premium,E,VS2,62.5,58.0,4.31,4.26,2.68,6.738
10334,0.57,Fair,F,VS1,64.5,61.0,5.23,5.19,3.36,7.489
10335,0.23,Very Good,G,VS2,62.8,53.0,3.91,3.93,2.46,5.911
10336,2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,9.784
10337,0.31,Ideal,D,SI1,62.1,56.0,4.37,4.33,2.7,6.596
10338,0.95,Premium,H,SI1,62.9,58.0,6.26,6.21,3.92,8.29
10339,0.53,Ideal,G,IF,62.7,56.0,5.23,5.13,3.25,7.667
10340,0.8,Very Good,E,SI2,62.5,56.0,5.88,5.96,3.7,7.939
10341,1.12,Ideal,G,VS1,62.2,56.0,6.71,6.67,4.16,8.965
10342,0.36,Premium,D,SI2,60.9,58.0,4.63,4.6,2.81,6.535
10343,0.23,Ideal,F,VS1,61.4,55.0,3.96,3.99,2.44,6.306
10344,0.52,Ideal,D,VS2,61.8,56.0,5.15,5.17,3.19,7.508
10345,1.14,Fair,J,SI2,64.4,55.0,6.56,6.54,4.22,8.132
10346,0.72,Very Good,E,VS2,63.8,57.0,5.66,5.69,3.62,8.018
10347,0.9,Good,G,SI1,63.8,61.0,6.09,6.05,3.87,8.236
10348,0.4,Ideal,E,VVS1,61.7,57.0,4.74,4.7,2.91,7.242
10349,0.37,Very Good,E,SI1,59.9,59.0,4.68,4.7,2.81,6.475
10350,1.0,Fair,G,VS2,66.1,61.0,6.08,5.99,3.99,8.484
10351,0.44,Ideal,E,SI1,62.6,56.0,4.84,4.9,3.05,6.697
10352,1.35,Very Good,G,VS1,60.1,56.0,7.16,7.21,4.32,9.183
10353,1.31,Premium,J,SI1,60.7,58.0,7.11,7.06,4.3,8.406
10354,1.08,Very Good,F,SI2,62.6,56.0,6.55,6.61,4.12,8.391
10355,1.2,Very Good,G,SI1,62.8,60.0,6.71,6.79,4.24,8.784
10356,0.75,Good,J,SI1,63.9,56.0,5.76,5.71,3.66,7.719
10357,0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,7.27
10358,1.09,Ideal,G,VVS2,61.5,55.0,6.66,6.61,4.08,8.994
10359,0.51,Ideal,E,SI1,62.2,57.0,5.08,5.12,3.17,7.271
10360,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,7.115
10361,1.08,Very Good,G,VVS2,63.1,56.0,6.58,6.51,4.13,8.97
10362,0.32,Very Good,E,SI2,62.7,57.0,4.34,4.37,2.73,6.107
10363,0.71,Premium,D,VS2,62.7,58.0,5.53,5.67,3.54,7.886
10364,0.9,Fair,I,SI1,67.3,59.0,5.93,5.84,3.96,7.939
10365,1.2,Very Good,G,SI2,61.7,59.0,6.81,6.86,4.22,8.616
10366,0.36,Premium,G,IF,61.0,59.0,4.55,4.6,2.79,6.979
10367,0.7,Good,G,SI1,63.5,61.0,5.61,5.64,3.57,7.637
10368,0.3,Ideal,H,VS2,61.4,56.0,4.33,4.36,2.67,6.439
10369,0.52,Very Good,E,VS2,63.0,58.0,5.07,5.12,3.21,7.403
10370,2.01,Premium,I,VS2,59.5,60.0,8.26,8.21,4.9,9.473
10371,0.23,Very Good,E,VVS2,62.6,59.0,3.93,3.96,2.47,6.225
10372,0.31,Good,I,SI1,63.8,55.0,4.34,4.31,2.76,6.26
10373,0.34,Premium,G,VS2,60.2,58.0,4.55,4.52,2.73,6.64
10374,1.01,Good,G,VS2,64.4,58.0,6.23,6.31,4.04,8.597
10375,0.33,Ideal,E,VS1,60.6,57.0,4.5,4.54,2.74,6.661
10376,1.54,Premium,H,I1,62.0,60.0,7.4,7.32,4.56,8.531
10377,1.26,Very Good,H,SI1,62.1,57.0,6.88,6.94,4.29,8.751
10378,0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,5.976
10379,0.35,Ideal,D,SI1,60.8,55.0,4.56,4.59,2.78,6.468
10380,0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,7.0
10381,2.04,Ideal,I,SI1,62.8,57.0,8.09,8.02,5.06,9.601
10382,0.32,Ideal,D,VVS2,60.6,56.0,4.47,4.5,2.72,6.972
10383,0.42,Ideal,D,SI1,61.8,57.0,4.77,4.81,2.96,6.697
10384,0.9,Ideal,H,VS1,62.1,56.0,6.15,6.2,3.83,8.52
10385,0.91,Good,H,SI1,63.9,60.0,6.08,6.13,3.9,8.156
10386,2.01,Ideal,I,VS2,60.7,57.0,8.21,8.17,4.97,9.752
10387,1.0,Good,G,VVS1,63.8,60.0,6.35,6.31,4.04,8.873
10388,0.4,Premium,E,SI1,60.9,60.0,4.77,4.75,2.9,6.851
10389,0.59,Good,D,SI1,63.7,56.0,5.32,5.35,3.4,7.435
10390,1.2,Ideal,G,VS1,62.4,57.0,6.8,6.78,4.24,9.071
10391,0.31,Premium,D,VVS1,61.1,56.0,4.42,4.35,2.68,6.966
10392,1.04,Very Good,I,SI1,63.2,54.0,6.49,6.42,4.08,8.341
10393,1.04,Ideal,H,SI2,61.7,55.0,6.49,6.53,4.02,8.424
10394,1.19,Premium,I,VS2,61.7,57.0,6.84,6.77,4.2,8.601
10395,1.11,Premium,I,SI2,61.8,58.0,6.66,6.61,4.1,8.342
10396,0.31,Good,E,IF,64.2,60.0,4.28,4.22,2.73,6.958
10397,0.9,Very Good,G,SI1,63.0,57.0,6.13,6.19,3.88,8.211
10398,1.01,Very Good,F,IF,59.6,62.0,6.47,6.56,3.88,9.207
10399,0.54,Ideal,G,VS1,61.8,55.3,5.22,5.24,3.23,7.498
10400,2.01,Good,G,SI2,63.0,60.0,7.92,7.99,5.01,9.599
10401,0.38,Premium,H,VVS2,62.0,58.0,4.64,4.62,2.87,6.974
10402,0.39,Premium,I,SI2,61.0,58.0,4.75,4.7,2.88,6.528
10403,0.38,Premium,D,VVS2,60.8,55.0,4.71,4.67,2.85,6.917
10404,1.0,Ideal,D,SI1,60.2,57.0,6.54,6.48,3.92,8.489
10405,1.51,Good,F,SI2,63.4,57.0,7.25,7.29,4.61,9.138
10406,0.81,Premium,G,SI2,59.0,57.0,6.14,6.1,3.61,7.729
10407,2.01,Premium,I,SI2,62.0,56.0,8.01,7.87,4.92,9.42
10408,1.26,Premium,D,SI1,59.5,59.0,7.13,7.06,4.22,8.975
10409,0.37,Ideal,E,VS1,61.3,55.0,4.68,4.65,2.86,6.907
10410,2.2,Premium,J,VS1,61.7,59.0,8.3,8.34,5.13,9.62
10411,1.0,Premium,F,SI1,60.6,62.0,6.43,6.4,3.89,8.596
10412,1.0,Very Good,D,SI2,63.3,56.0,6.38,6.35,4.03,8.456
10413,0.42,Ideal,D,VVS2,61.7,57.0,4.82,4.8,2.97,7.098
10414,1.51,Ideal,D,SI1,59.5,57.0,7.56,7.46,4.47,9.452
10415,1.24,Ideal,F,VVS2,62.0,57.0,6.86,6.91,4.27,9.398
10416,1.0,Very Good,G,VS2,62.2,58.0,6.35,6.39,3.96,8.816
10417,1.27,Very Good,H,VS1,60.7,54.0,7.01,7.05,4.27,9.016
10418,1.2,Ideal,H,VS2,62.4,56.6,6.74,6.8,4.22,8.887
10419,1.24,Ideal,G,SI1,62.7,56.0,6.89,6.85,4.31,8.5
10420,0.31,Premium,G,VS1,62.4,58.0,4.34,4.31,2.7,6.687
10421,1.26,Very Good,E,SI2,62.9,59.0,6.82,6.85,4.3,8.696
10422,0.4,Very Good,E,SI1,62.8,59.0,4.67,4.7,2.94,6.561
10423,1.2,Ideal,H,VS1,62.3,54.0,6.78,6.86,4.25,8.958
10424,0.4,Good,F,SI1,63.3,58.0,4.69,4.72,2.98,6.532
10425,1.23,Very Good,H,SI1,63.0,55.0,6.72,6.78,4.27,8.642
10426,1.05,Good,H,IF,64.3,58.0,6.5,6.35,4.13,8.81
10427,0.39,Premium,F,VS2,62.4,58.0,4.65,4.61,2.89,6.959
10428,1.51,Very Good,J,SI1,60.6,57.0,7.38,7.46,4.5,8.871
10429,0.84,Fair,I,VS2,65.1,57.0,5.91,5.85,3.83,7.766
10430,1.13,Premium,I,SI2,62.1,60.0,6.74,6.66,4.16,8.225
10431,0.42,Ideal,G,VS1,62.5,54.0,4.84,4.79,3.01,6.892
10432,0.32,Ideal,G,VVS1,60.3,58.0,4.44,4.48,2.69,6.658
10433,0.26,Ideal,F,VVS2,62.5,56.0,4.1,4.12,2.57,6.395
10434,0.31,Ideal,G,VVS2,62.2,54.0,4.35,4.39,2.72,6.532
10435,1.06,Ideal,E,VS2,61.9,55.0,6.54,6.58,4.06,8.892
10436,0.4,Very Good,D,VS1,63.2,60.0,4.65,4.69,2.95,6.87
10437,0.87,Ideal,D,SI1,62.6,56.0,6.17,6.08,3.84,8.321
10438,1.58,Premium,I,VS2,59.4,61.0,7.66,7.63,4.54,9.058
10439,1.47,Very Good,G,VS2,62.7,56.0,7.15,7.18,4.49,9.311
10440,0.5,Very Good,D,SI2,61.9,56.0,5.09,5.14,3.16,7.062
10441,0.7,Premium,E,VS2,61.1,60.0,5.71,5.64,3.47,7.929
10442,1.01,Good,E,SI1,64.3,59.0,6.28,6.31,4.05,8.32
10443,2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,9.044
10444,0.81,Very Good,H,VS1,62.5,57.0,5.94,5.96,3.72,8.133
10445,0.43,Ideal,I,VVS1,61.6,54.0,4.88,4.92,3.02,6.743
10446,1.0,Good,G,SI2,58.1,65.0,6.48,6.46,3.76,8.172
10447,1.34,Ideal,F,VS2,62.5,56.0,7.09,7.05,4.42,8.923
10448,1.01,Very Good,G,VS1,60.9,60.0,6.47,6.43,3.93,8.805
10449,1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,8.299
10450,0.37,Ideal,E,VS2,62.5,56.0,4.61,4.58,2.87,6.948
10451,1.03,Good,G,SI1,63.2,58.0,6.38,6.43,4.05,8.451
10452,0.7,Ideal,G,SI1,61.9,56.0,5.66,5.71,3.52,7.789
10453,1.04,Ideal,H,SI2,60.3,57.0,6.54,6.59,3.96,8.372
10454,1.79,Premium,H,VS1,62.6,56.0,7.81,7.76,4.87,9.609
10455,2.12,Premium,H,SI2,61.5,59.0,8.26,8.21,5.06,9.507
10456,1.02,Premium,D,SI2,61.5,58.0,6.51,6.33,3.95,8.385
10457,0.3,Premium,G,VVS2,61.9,59.0,4.28,4.25,2.64,6.778
10458,0.77,Very Good,E,SI2,59.9,61.0,5.98,6.01,3.59,7.92
10459,0.38,Premium,F,SI1,62.0,58.0,4.6,4.63,2.86,6.482
10460,1.04,Ideal,H,SI2,62.1,56.0,6.5,6.48,4.03,8.408
10461,1.2,Ideal,H,VS2,60.8,55.0,6.9,6.85,4.18,8.88
10462,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,9.026
10463,1.0,Premium,H,SI1,58.3,60.0,6.5,6.44,3.77,8.48
10464,0.7,Very Good,I,VVS1,60.9,60.0,5.68,5.71,3.47,7.792
10465,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,6.742
10466,0.3,Ideal,F,IF,61.9,57.0,4.29,4.33,2.67,6.787
10467,0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,6.837
10468,0.71,Good,I,VS2,61.1,60.6,5.71,5.74,3.49,7.671
10469,0.95,Ideal,J,VVS2,60.6,57.0,6.4,6.34,3.86,8.177
10470,1.24,Ideal,G,VVS1,62.3,56.0,6.86,6.89,4.28,9.28
10471,0.3,Premium,H,VS1,62.2,60.0,4.23,4.29,2.65,6.265
10472,1.29,Premium,J,VVS2,62.6,59.0,6.98,6.91,4.35,8.757
10473,0.7,Very Good,H,SI1,60.9,62.0,5.67,5.72,3.47,7.633
10474,0.3,Premium,E,VVS2,61.4,58.0,4.28,4.25,2.62,6.921
10475,0.31,Good,H,SI1,63.6,57.0,4.32,4.33,2.75,6.1
10476,0.5,Premium,E,SI2,61.7,58.0,5.12,5.06,3.14,7.123
10477,0.38,Premium,E,VVS1,61.9,58.0,4.62,4.66,2.87,7.144
10478,0.5,Ideal,F,VS1,62.5,57.0,5.06,5.09,3.17,7.444
10479,0.53,Very Good,F,SI1,61.7,55.0,5.22,5.24,3.23,7.223
10480,1.08,Ideal,H,VS2,60.3,57.0,6.67,6.7,4.03,8.766
10481,1.0,Premium,I,SI2,61.6,59.0,6.41,6.34,3.93,8.237
10482,1.11,Ideal,I,SI1,62.4,55.0,6.6,6.64,4.13,8.36
10483,0.7,Ideal,E,VVS1,61.8,55.0,5.69,5.73,3.53,8.583
10484,0.75,Very Good,F,VS1,63.2,57.0,5.78,5.74,3.64,8.048
10485,0.4,Ideal,G,SI2,62.0,56.0,4.73,4.76,2.94,6.449
10486,0.38,Ideal,G,SI2,61.6,55.0,4.64,4.68,2.87,6.4
10487,1.01,Premium,G,SI2,60.1,59.0,6.45,6.39,3.86,8.359
10488,1.57,Ideal,H,VS2,61.5,54.0,7.47,7.5,4.61,9.458
10489,1.07,Premium,E,SI2,59.7,58.0,6.66,6.68,3.98,8.506
10490,1.51,Premium,G,VS1,59.5,59.0,7.45,7.41,4.42,9.558
10491,0.7,Good,D,VS2,58.0,62.0,5.78,5.87,3.38,7.919
10492,0.42,Ideal,H,VVS1,61.3,56.0,4.83,4.86,2.97,7.393
10493,0.58,Fair,D,SI2,65.1,58.0,5.25,5.22,3.41,7.053
10494,1.0,Premium,G,SI2,62.5,59.0,6.41,6.33,3.98,8.051
10495,1.0,Very Good,E,VS2,62.9,57.0,6.33,6.35,3.99,8.937
10496,0.75,Good,J,SI1,61.0,59.0,5.79,5.85,3.55,7.583
10497,0.32,Ideal,F,VVS1,62.3,56.0,4.38,4.35,2.72,6.898
10498,1.0,Premium,G,VS2,63.0,59.0,6.45,6.32,4.02,8.694
10499,0.57,Very Good,G,I1,59.5,56.9,5.42,5.46,3.24,6.834
10500,1.56,Premium,I,VS2,60.8,59.0,7.56,7.51,4.58,8.899
10501,0.32,Ideal,E,VVS2,61.2,57.0,4.38,4.41,2.69,6.592
10502,0.9,Premium,F,VS1,62.7,58.0,6.17,6.14,3.86,8.517
10503,0.58,Ideal,F,SI1,62.2,57.0,5.37,5.33,3.33,7.441
10504,0.34,Ideal,D,IF,59.8,57.0,4.57,4.59,2.74,7.735
10505,1.27,Premium,I,SI1,60.9,59.0,6.94,6.99,4.24,8.628
10506,0.72,Ideal,H,SI2,61.3,56.0,5.75,5.77,3.53,7.771
10507,0.41,Ideal,G,VS1,62.4,57.0,4.7,4.75,2.95,6.801
10508,0.7,Fair,D,SI2,65.5,57.0,5.56,5.43,3.6,7.499
10509,0.3,Ideal,H,VS2,61.9,54.6,4.27,4.33,2.67,6.186
10510,0.32,Ideal,G,IF,61.0,56.0,4.43,4.45,2.71,6.822
10511,1.12,Very Good,J,SI2,58.5,60.0,6.83,6.89,4.01,8.31
10512,0.33,Ideal,I,VVS1,62.2,54.0,4.43,4.45,2.76,6.471
10513,0.3,Ideal,H,VS2,62.5,53.2,4.29,4.34,2.69,6.186
10514,0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,7.182
10515,0.73,Very Good,F,VS1,61.8,59.0,5.73,5.79,3.56,7.953
10516,0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,6.299
10517,0.71,Fair,J,VS2,64.4,56.0,5.64,5.6,3.62,7.51
10518,1.31,Ideal,I,SI2,63.6,55.0,6.98,6.92,4.42,8.621
10519,0.5,Good,D,SI1,63.7,57.0,5.01,4.94,3.17,7.119
10520,1.22,Premium,I,VS2,62.3,59.0,6.79,6.83,4.24,8.671
10521,1.2,Ideal,H,SI1,62.2,56.0,6.8,6.77,4.23,8.775
10522,0.3,Premium,H,IF,60.4,60.0,4.34,4.3,2.61,6.921
10523,0.82,Very Good,E,VS2,60.4,61.0,6.06,6.09,3.67,8.241
10524,0.71,Premium,E,VVS1,61.8,56.0,5.71,5.68,3.52,8.278
10525,0.3,Very Good,G,VVS2,61.3,57.0,4.29,4.33,2.64,6.528
10526,0.77,Premium,H,SI1,61.6,60.0,5.91,5.87,3.59,7.807
10527,2.23,Very Good,J,VS2,61.0,58.0,8.36,8.39,5.11,9.598
10528,0.73,Ideal,I,SI1,62.0,56.0,5.8,5.75,3.58,7.712
10529,0.72,Premium,G,VVS2,61.6,58.0,5.78,5.81,3.57,7.908
10530,1.7,Ideal,H,SI2,61.9,59.0,7.59,7.67,4.72,9.197
10531,0.9,Ideal,G,SI2,62.5,55.0,6.21,6.15,3.86,8.113
10532,0.55,Ideal,I,VVS1,61.6,55.0,5.26,5.3,3.25,7.558
10533,1.73,Premium,I,SI1,61.2,60.0,7.67,7.65,4.69,9.302
10534,1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,8.053
10535,0.34,Ideal,E,SI1,61.0,57.0,4.48,4.51,2.74,6.39
10536,1.5,Very Good,J,VVS2,62.2,57.0,7.25,7.31,4.53,9.138
10537,0.8,Good,G,VS2,64.2,58.0,5.84,5.81,3.74,7.92
10538,1.1,Very Good,E,VS2,61.9,55.0,6.61,6.67,4.11,8.821
10539,1.22,Very Good,E,SI1,63.4,56.0,6.79,6.76,4.29,8.594
10540,0.32,Premium,I,VVS1,63.0,58.0,4.38,4.32,2.74,6.628
10541,0.5,Ideal,E,SI2,61.4,57.0,5.09,5.14,3.14,7.051
10542,0.33,Ideal,F,VS2,61.3,56.0,4.47,4.43,2.73,6.75
10543,0.7,Ideal,G,SI1,60.7,55.0,5.76,5.8,3.51,7.917
10544,0.52,Premium,G,VS2,62.0,58.0,5.2,5.16,3.21,7.363
10545,0.32,Very Good,I,VS2,63.4,55.0,4.37,4.33,2.76,6.356
10546,1.38,Premium,G,VS1,62.4,58.0,7.14,7.09,4.44,9.292
10547,1.39,Premium,E,VS2,61.7,59.0,7.13,7.09,4.39,9.328
10548,0.31,Premium,H,VS1,61.7,61.0,4.34,4.31,2.67,6.548
10549,1.01,Ideal,G,VS2,61.7,57.0,6.44,6.49,3.99,8.601
10550,0.36,Premium,H,VS1,60.5,59.0,4.6,4.63,2.79,6.447
10551,1.51,Ideal,G,VS2,61.9,57.0,7.37,7.3,4.54,9.482
10552,1.01,Premium,J,SI2,61.7,58.0,6.44,6.4,3.96,8.178
10553,0.31,Premium,H,VS2,62.5,54.0,4.39,4.35,2.73,6.443
10554,1.74,Ideal,E,SI1,62.2,56.0,7.67,7.72,4.79,9.671
10555,0.46,Very Good,J,VS1,62.5,58.0,4.87,4.92,3.06,6.773
10556,1.04,Premium,G,VS2,62.6,56.0,6.44,6.41,4.02,8.747
10557,0.34,Ideal,F,IF,61.4,57.0,4.49,4.5,2.76,7.151
10558,0.57,Ideal,I,VS1,61.6,56.0,5.33,5.35,3.29,7.212
10559,0.34,Premium,G,VS2,61.8,58.0,4.5,4.47,2.77,6.64
10560,2.01,Premium,G,SI1,61.8,60.0,7.99,8.04,4.95,9.802
10561,1.0,Very Good,F,VVS2,63.0,59.0,6.33,6.36,4.0,9.099
10562,0.33,Ideal,E,VS2,61.9,54.0,4.42,4.47,2.75,6.583
10563,0.52,Very Good,F,VS2,60.7,59.0,5.14,5.18,3.13,7.378
10564,0.55,Very Good,E,VS2,58.1,62.0,5.38,5.46,3.15,7.371
10565,0.3,Premium,D,SI1,61.6,58.0,4.32,4.29,2.65,6.564
10566,1.0,Ideal,E,SI1,62.2,53.9,6.4,6.5,4.0,8.653
10567,1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,8.438
10568,1.09,Very Good,F,SI1,62.3,57.0,6.55,6.61,4.1,8.625
10569,0.36,Premium,E,IF,59.4,61.0,4.69,4.61,2.76,7.114
10570,0.56,Ideal,D,SI1,61.2,57.0,5.37,5.35,3.28,7.417
10571,0.51,Very Good,F,SI1,62.9,56.0,5.05,5.1,3.19,7.176
10572,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,8.121
10573,1.02,Ideal,E,SI1,62.2,57.0,6.41,6.45,4.0,8.622
10574,0.51,Good,J,SI1,63.9,55.0,5.01,4.97,3.19,6.976
10575,0.34,Ideal,D,SI1,62.0,56.0,4.47,4.5,2.78,6.439
10576,0.74,Very Good,F,VS2,61.3,61.0,5.8,5.84,3.57,7.928
10577,1.0,Premium,E,SI1,61.9,62.0,6.4,6.34,3.94,8.508
10578,0.9,Good,G,SI2,63.8,59.0,6.05,6.02,3.85,8.085
10579,2.01,Good,I,SI1,58.5,62.0,8.24,8.31,4.84,9.616
10580,0.7,Good,I,VVS2,59.7,59.0,5.73,5.77,3.43,7.756
10581,0.6,Premium,G,SI1,61.9,61.0,5.38,5.34,3.32,7.406
10582,0.37,Very Good,I,VVS2,60.9,58.0,4.64,4.68,2.84,6.571
10583,1.07,Premium,G,VS1,59.6,58.0,6.66,6.7,3.98,8.694
10584,0.7,Ideal,H,SI2,60.4,58.0,5.82,5.77,3.5,7.734
10585,0.71,Ideal,F,VS2,61.6,56.0,5.74,5.77,3.54,8.165
10586,0.33,Ideal,G,IF,60.9,57.0,4.45,4.48,2.72,6.852
10587,1.06,Very Good,E,SI1,59.6,57.0,6.62,6.67,3.96,8.581
10588,0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,8.044
10589,0.7,Premium,H,SI1,62.2,59.0,5.7,5.65,3.53,7.611
10590,0.33,Ideal,F,VS2,61.2,54.0,4.47,4.49,2.74,6.501
10591,1.01,Good,D,SI2,63.1,54.0,6.37,6.43,4.04,8.357
10592,0.35,Ideal,G,IF,61.3,55.0,4.57,4.6,2.81,6.909
10593,0.52,Ideal,H,VVS1,62.1,53.8,5.17,5.19,3.21,7.477
10594,0.56,Ideal,H,VVS1,62.1,54.0,5.28,5.31,3.29,7.506
10595,1.0,Very Good,E,SI2,59.5,63.0,6.41,6.47,3.83,8.295
10596,2.0,Good,F,SI1,62.8,62.0,8.0,8.03,5.03,9.802
10597,0.9,Ideal,G,SI1,61.9,57.0,6.16,6.19,3.82,8.491
10598,0.71,Ideal,E,VS2,62.9,55.0,5.76,5.72,3.61,7.868
10599,0.23,Very Good,E,VVS2,60.9,60.0,3.96,3.99,2.42,6.273
10600,1.0,Fair,H,SI1,55.2,64.0,6.69,6.64,3.68,8.251
10601,0.7,Very Good,F,VS1,62.1,57.0,5.69,5.72,3.54,7.998
10602,0.25,Ideal,H,VVS1,62.4,55.0,4.04,4.08,2.53,6.263
10603,0.35,Premium,E,VS2,59.2,58.0,4.59,4.63,2.73,6.642
10604,0.9,Very Good,G,VS2,63.3,54.0,6.19,6.11,3.89,8.368
10605,0.9,Good,F,SI2,63.2,58.0,6.09,6.12,3.86,8.107
10606,0.57,Good,E,SI2,58.5,61.0,5.4,5.43,3.17,7.102
10607,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,8.624
10608,0.51,Premium,E,VVS2,62.1,57.0,5.18,5.15,3.21,7.689
10609,0.5,Good,E,SI1,65.5,56.0,4.9,4.99,3.24,7.035
10610,0.9,Very Good,F,VS2,63.2,59.0,6.08,6.04,3.83,8.459
10611,0.77,Fair,J,VS1,61.2,66.0,5.92,5.83,3.6,7.603
10612,1.04,Ideal,E,SI1,62.0,57.0,6.5,6.47,4.02,8.437
